GPIO.025.039.1:DATAOUT.0 HMC.015.039:DDIOPHYDQDIN.0
GPIO.037.039.1:DATAOUT.1 HMC.015.039:DDIOPHYDQDIN.53
GPIO.037.039.1:DATAOUT.2 HMC.015.039:DDIOPHYDQDIN.54
GPIO.037.039.1:DATAOUT.3 HMC.015.039:DDIOPHYDQDIN.55
GPIO.037.039.0:DATAOUT.0 HMC.015.039:DDIOPHYDQDIN.56
GPIO.037.039.0:DATAOUT.1 HMC.015.039:DDIOPHYDQDIN.57
GPIO.037.039.0:DATAOUT.2 HMC.015.039:DDIOPHYDQDIN.58
GPIO.037.039.0:DATAOUT.3 HMC.015.039:DDIOPHYDQDIN.59
GPIO.037.039.2:DATAOUT.0 HMC.015.039:DDIOPHYDQDIN.60
GPIO.037.039.2:DATAOUT.1 HMC.015.039:DDIOPHYDQDIN.61
GPIO.037.039.2:DATAOUT.2 HMC.015.039:DDIOPHYDQDIN.62
GPIO.037.039.2:DATAOUT.3 HMC.015.039:DDIOPHYDQDIN.63
GPIO.039.039.3:DATAOUT.0 HMC.015.039:DDIOPHYDQDIN.64
GPIO.039.039.3:DATAOUT.1 HMC.015.039:DDIOPHYDQDIN.65
GPIO.039.039.3:DATAOUT.2 HMC.015.039:DDIOPHYDQDIN.66
GPIO.039.039.3:DATAOUT.3 HMC.015.039:DDIOPHYDQDIN.67
GPIO.041.039.1:DATAOUT.0 HMC.015.039:DDIOPHYDQDIN.72
GPIO.041.039.1:DATAOUT.1 HMC.015.039:DDIOPHYDQDIN.73
GPIO.041.039.1:DATAOUT.2 HMC.015.039:DDIOPHYDQDIN.74
GPIO.041.039.1:DATAOUT.3 HMC.015.039:DDIOPHYDQDIN.75
GPIO.041.039.0:DATAOUT.0 HMC.015.039:DDIOPHYDQDIN.76
GPIO.041.039.0:DATAOUT.1 HMC.015.039:DDIOPHYDQDIN.77
GPIO.041.039.0:DATAOUT.2 HMC.015.039:DDIOPHYDQDIN.78
GPIO.041.039.0:DATAOUT.3 HMC.015.039:DDIOPHYDQDIN.79
GPIO.041.039.2:DATAOUT.0 HMC.015.039:DDIOPHYDQDIN.80
GPIO.041.039.2:DATAOUT.1 HMC.015.039:DDIOPHYDQDIN.81
GPIO.041.039.2:DATAOUT.2 HMC.015.039:DDIOPHYDQDIN.82
GPIO.041.039.2:DATAOUT.3 HMC.015.039:DDIOPHYDQDIN.83
GPIO.042.039.3:DATAOUT.0 HMC.015.039:DDIOPHYDQDIN.84
GPIO.042.039.3:DATAOUT.1 HMC.015.039:DDIOPHYDQDIN.85
GPIO.042.039.3:DATAOUT.2 HMC.015.039:DDIOPHYDQDIN.86
GPIO.042.039.3:DATAOUT.3 HMC.015.039:DDIOPHYDQDIN.87
GPIO.043.039.1:DATAOUT.0 HMC.015.039:DDIOPHYDQDIN.88
GPIO.043.039.1:DATAOUT.1 HMC.015.039:DDIOPHYDQDIN.89
GPIO.043.039.1:DATAOUT.2 HMC.015.039:DDIOPHYDQDIN.90
GPIO.043.039.1:DATAOUT.3 HMC.015.039:DDIOPHYDQDIN.91
GPIO.043.039.0:DATAOUT.0 HMC.015.039:DDIOPHYDQDIN.92
GPIO.043.039.0:DATAOUT.1 HMC.015.039:DDIOPHYDQDIN.93
GPIO.043.039.0:DATAOUT.2 HMC.015.039:DDIOPHYDQDIN.94
GPIO.043.039.0:DATAOUT.3 HMC.015.039:DDIOPHYDQDIN.95
GPIO.043.039.2:DATAOUT.0 HMC.015.039:DDIOPHYDQDIN.96
GPIO.043.039.2:DATAOUT.1 HMC.015.039:DDIOPHYDQDIN.97
GPIO.043.039.2:DATAOUT.2 HMC.015.039:DDIOPHYDQDIN.98
GPIO.043.039.2:DATAOUT.3 HMC.015.039:DDIOPHYDQDIN.99
GPIO.045.039.3:DATAOUT.0 HMC.015.039:DDIOPHYDQDIN.100
GPIO.045.039.3:DATAOUT.1 HMC.015.039:DDIOPHYDQDIN.101
GPIO.045.039.3:DATAOUT.2 HMC.015.039:DDIOPHYDQDIN.102
GPIO.045.039.3:DATAOUT.3 HMC.015.039:DDIOPHYDQDIN.103
HMC.015.039:PHYDDIOADDRACLR.0 GPIO.016.039.2:ACLR
HMC.015.039:PHYDDIOADDRACLR.1 GPIO.016.039.3:ACLR
HMC.015.039:PHYDDIOADDRACLR.2 GPIO.014.039.2:ACLR
HMC.015.039:PHYDDIOADDRACLR.3 GPIO.014.039.3:ACLR
HMC.015.039:PHYDDIOADDRACLR.4 GPIO.014.039.0:ACLR
HMC.015.039:PHYDDIOADDRACLR.5 GPIO.014.039.1:ACLR
HMC.015.039:PHYDDIOADDRACLR.6 GPIO.012.039.2:ACLR
HMC.015.039:PHYDDIOADDRACLR.7 GPIO.012.039.3:ACLR
HMC.015.039:PHYDDIOADDRACLR.8 GPIO.006.039.0:ACLR
HMC.015.039:PHYDDIOADDRACLR.9 GPIO.006.039.1:ACLR
HMC.015.039:PHYDDIOADDRACLR.10 GPIO.006.039.2:ACLR
HMC.015.039:PHYDDIOADDRACLR.11 GPIO.006.039.3:ACLR
HMC.015.039:PHYDDIOADDRACLR.12 GPIO.004.039.2:ACLR
HMC.015.039:PHYDDIOADDRACLR.13 GPIO.004.039.3:ACLR
HMC.015.039:PHYDDIOADDRACLR.14 GPIO.003.039.0:ACLR
HMC.015.039:PHYDDIOADDRACLR.15 GPIO.003.039.1:ACLR
HMC.015.039:PHYDDIOADDRDOUT.0 GPIO.016.039.2:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.1 GPIO.016.039.2:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.2 GPIO.016.039.2:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.3 GPIO.016.039.2:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.4 GPIO.016.039.3:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.5 GPIO.016.039.3:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.6 GPIO.016.039.3:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.7 GPIO.016.039.3:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.8 GPIO.014.039.2:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.9 GPIO.014.039.2:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.10 GPIO.014.039.2:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.11 GPIO.014.039.2:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.12 GPIO.014.039.3:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.13 GPIO.014.039.3:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.14 GPIO.014.039.3:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.15 GPIO.014.039.3:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.16 GPIO.014.039.0:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.17 GPIO.014.039.0:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.18 GPIO.014.039.0:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.19 GPIO.014.039.0:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.20 GPIO.014.039.1:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.21 GPIO.014.039.1:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.22 GPIO.014.039.1:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.23 GPIO.014.039.1:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.24 GPIO.012.039.2:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.25 GPIO.012.039.2:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.26 GPIO.012.039.2:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.27 GPIO.012.039.2:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.28 GPIO.012.039.3:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.29 GPIO.012.039.3:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.30 GPIO.012.039.3:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.31 GPIO.012.039.3:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.32 GPIO.006.039.0:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.33 GPIO.006.039.0:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.34 GPIO.006.039.0:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.35 GPIO.006.039.0:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.36 GPIO.006.039.1:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.37 GPIO.006.039.1:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.38 GPIO.006.039.1:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.39 GPIO.006.039.1:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.40 GPIO.006.039.2:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.41 GPIO.006.039.2:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.42 GPIO.006.039.2:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.43 GPIO.006.039.2:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.44 GPIO.006.039.3:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.45 GPIO.006.039.3:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.46 GPIO.006.039.3:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.47 GPIO.006.039.3:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.48 GPIO.004.039.2:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.49 GPIO.004.039.2:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.50 GPIO.004.039.2:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.51 GPIO.004.039.2:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.52 GPIO.004.039.3:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.53 GPIO.004.039.3:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.54 GPIO.004.039.3:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.55 GPIO.004.039.3:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.56 GPIO.003.039.0:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.57 GPIO.003.039.0:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.58 GPIO.003.039.0:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.59 GPIO.003.039.0:DATAIN.3
HMC.015.039:PHYDDIOADDRDOUT.60 GPIO.003.039.1:DATAIN.0
HMC.015.039:PHYDDIOADDRDOUT.61 GPIO.003.039.1:DATAIN.1
HMC.015.039:PHYDDIOADDRDOUT.62 GPIO.003.039.1:DATAIN.2
HMC.015.039:PHYDDIOADDRDOUT.63 GPIO.003.039.1:DATAIN.3
HMC.015.039:PHYDDIOBAACLR GPIO.010.039.1:ACLR
HMC.015.039:PHYDDIOBADOUT.0 GPIO.010.039.2:DATAIN.0
HMC.015.039:PHYDDIOBADOUT.1 GPIO.010.039.2:DATAIN.1
HMC.015.039:PHYDDIOBADOUT.2 GPIO.010.039.2:DATAIN.2
HMC.015.039:PHYDDIOBADOUT.3 GPIO.010.039.2:DATAIN.3
HMC.015.039:PHYDDIOCASNACLR GPIO.008.039.2:ACLR
HMC.015.039:PHYDDIOCASNDOUT.0 GPIO.008.039.2:DATAIN.0
HMC.015.039:PHYDDIOCASNDOUT.1 GPIO.008.039.2:DATAIN.1
HMC.015.039:PHYDDIOCASNDOUT.2 GPIO.008.039.2:DATAIN.2
HMC.015.039:PHYDDIOCASNDOUT.3 GPIO.008.039.2:DATAIN.3
HMC.015.039:PHYDDIOCKDOUT.0 GPIO.012.039.0:DATAIN.0
HMC.015.039:PHYDDIOCKDOUT.1 GPIO.012.039.0:DATAIN.1
HMC.015.039:PHYDDIOCKDOUT.2 GPIO.012.039.0:DATAIN.2
HMC.015.039:PHYDDIOCKDOUT.3 GPIO.012.039.0:DATAIN.3
HMC.015.039:PHYDDIOCKEACLR.0 GPIO.037.039.3:ACLR
HMC.015.039:PHYDDIOCKEACLR.1 GPIO.035.039.2:ACLR
HMC.015.039:PHYDDIOCKEDOUT.0 GPIO.037.039.3:DATAIN.0
HMC.015.039:PHYDDIOCKEDOUT.1 GPIO.037.039.3:DATAIN.1
HMC.015.039:PHYDDIOCKEDOUT.2 GPIO.037.039.3:DATAIN.2
HMC.015.039:PHYDDIOCKEDOUT.3 GPIO.037.039.3:DATAIN.3
HMC.015.039:PHYDDIOCKEDOUT.4 GPIO.035.039.2:DATAIN.0
HMC.015.039:PHYDDIOCKEDOUT.5 GPIO.035.039.2:DATAIN.1
HMC.015.039:PHYDDIOCKEDOUT.6 GPIO.035.039.2:DATAIN.2
HMC.015.039:PHYDDIOCKEDOUT.7 GPIO.035.039.2:DATAIN.3
HMC.015.039:PHYDDIOCKNDOUT.0 GPIO.012.039.1:DATAIN.0
HMC.015.039:PHYDDIOCKNDOUT.1 GPIO.012.039.1:DATAIN.1
HMC.015.039:PHYDDIOCKNDOUT.2 GPIO.012.039.1:DATAIN.2
HMC.015.039:PHYDDIOCKNDOUT.3 GPIO.012.039.1:DATAIN.3
HMC.015.039:PHYDDIOCSNACLR.0 GPIO.004.039.0:ACLR
HMC.015.039:PHYDDIOCSNACLR.1 GPIO.004.039.1:ACLR
HMC.015.039:PHYDDIOCSNDOUT.0 GPIO.004.039.0:DATAIN.0
HMC.015.039:PHYDDIOCSNDOUT.1 GPIO.004.039.0:DATAIN.1
HMC.015.039:PHYDDIOCSNDOUT.2 GPIO.004.039.0:DATAIN.2
HMC.015.039:PHYDDIOCSNDOUT.3 GPIO.004.039.0:DATAIN.3
HMC.015.039:PHYDDIOCSNDOUT.4 GPIO.004.039.1:DATAIN.0
HMC.015.039:PHYDDIOCSNDOUT.5 GPIO.004.039.1:DATAIN.1
HMC.015.039:PHYDDIOCSNDOUT.6 GPIO.004.039.1:DATAIN.2
HMC.015.039:PHYDDIOCSNDOUT.7 GPIO.004.039.1:DATAIN.3
HMC.015.039:PHYDDIODMDOUT.0 GPIO.031.039.2:DATAIN.0
HMC.015.039:PHYDDIODMDOUT.1 GPIO.031.039.2:DATAIN.1
HMC.015.039:PHYDDIODMDOUT.2 GPIO.031.039.2:DATAIN.2
HMC.015.039:PHYDDIODMDOUT.3 GPIO.031.039.2:DATAIN.3
HMC.015.039:PHYDDIODMDOUT.4 GPIO.039.039.2:DATAIN.0
HMC.015.039:PHYDDIODMDOUT.5 GPIO.039.039.2:DATAIN.1
HMC.015.039:PHYDDIODMDOUT.6 GPIO.039.039.2:DATAIN.2
HMC.015.039:PHYDDIODMDOUT.7 GPIO.039.039.2:DATAIN.3
HMC.015.039:PHYDDIODMDOUT.8 GPIO.045.039.2:DATAIN.0
HMC.015.039:PHYDDIODMDOUT.9 GPIO.045.039.2:DATAIN.1
HMC.015.039:PHYDDIODMDOUT.10 GPIO.045.039.2:DATAIN.2
HMC.015.039:PHYDDIODMDOUT.11 GPIO.045.039.2:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.0 GPIO.025.039.1:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.1 GPIO.025.039.1:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.2 GPIO.025.039.1:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.3 GPIO.025.039.1:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.4 GPIO.025.039.0:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.5 GPIO.025.039.0:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.6 GPIO.025.039.0:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.7 GPIO.025.039.0:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.8 GPIO.025.039.2:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.9 GPIO.025.039.2:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.10 GPIO.025.039.2:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.11 GPIO.025.039.2:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.12 GPIO.027.039.3:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.13 GPIO.027.039.3:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.14 GPIO.027.039.3:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.15 GPIO.027.039.3:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.16 GPIO.029.039.1:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.17 GPIO.029.039.1:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.18 GPIO.029.039.1:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.19 GPIO.029.039.1:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.20 GPIO.029.039.0:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.21 GPIO.029.039.0:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.22 GPIO.029.039.0:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.23 GPIO.029.039.0:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.24 GPIO.029.039.2:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.25 GPIO.029.039.2:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.26 GPIO.029.039.2:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.27 GPIO.029.039.2:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.28 GPIO.031.039.3:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.29 GPIO.031.039.3:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.30 GPIO.031.039.3:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.31 GPIO.031.039.3:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.36 GPIO.033.039.1:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.37 GPIO.033.039.1:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.38 GPIO.033.039.1:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.39 GPIO.033.039.1:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.40 GPIO.033.039.0:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.41 GPIO.033.039.0:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.42 GPIO.033.039.0:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.43 GPIO.033.039.0:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.44 GPIO.033.039.2:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.45 GPIO.033.039.2:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.46 GPIO.033.039.2:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.47 GPIO.033.039.2:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.48 GPIO.035.039.3:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.49 GPIO.035.039.3:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.50 GPIO.035.039.3:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.51 GPIO.035.039.3:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.52 GPIO.037.039.1:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.53 GPIO.037.039.1:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.54 GPIO.037.039.1:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.55 GPIO.037.039.1:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.56 GPIO.037.039.0:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.57 GPIO.037.039.0:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.58 GPIO.037.039.0:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.59 GPIO.037.039.0:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.60 GPIO.037.039.2:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.61 GPIO.037.039.2:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.62 GPIO.037.039.2:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.63 GPIO.037.039.2:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.64 GPIO.039.039.3:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.65 GPIO.039.039.3:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.66 GPIO.039.039.3:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.67 GPIO.039.039.3:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.72 GPIO.041.039.1:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.73 GPIO.041.039.1:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.74 GPIO.041.039.1:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.75 GPIO.041.039.1:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.76 GPIO.041.039.0:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.77 GPIO.041.039.0:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.78 GPIO.041.039.0:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.79 GPIO.041.039.0:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.80 GPIO.041.039.2:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.81 GPIO.041.039.2:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.82 GPIO.041.039.2:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.83 GPIO.041.039.2:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.84 GPIO.042.039.3:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.85 GPIO.042.039.3:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.86 GPIO.042.039.3:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.87 GPIO.042.039.3:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.88 GPIO.043.039.1:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.89 GPIO.043.039.1:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.90 GPIO.043.039.1:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.91 GPIO.043.039.1:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.92 GPIO.043.039.0:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.93 GPIO.043.039.0:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.94 GPIO.043.039.0:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.95 GPIO.043.039.0:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.96 GPIO.043.039.2:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.97 GPIO.043.039.2:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.98 GPIO.043.039.2:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.99 GPIO.043.039.2:DATAIN.3
HMC.015.039:PHYDDIODQDOUT.100 GPIO.045.039.3:DATAIN.0
HMC.015.039:PHYDDIODQDOUT.101 GPIO.045.039.3:DATAIN.1
HMC.015.039:PHYDDIODQDOUT.102 GPIO.045.039.3:DATAIN.2
HMC.015.039:PHYDDIODQDOUT.103 GPIO.045.039.3:DATAIN.3
HMC.015.039:PHYDDIODQOE.0 GPIO.025.039.1:OEIN.0
HMC.015.039:PHYDDIODQOE.1 GPIO.025.039.1:OEIN.1
HMC.015.039:PHYDDIODQOE.2 GPIO.025.039.0:OEIN.0
HMC.015.039:PHYDDIODQOE.3 GPIO.025.039.0:OEIN.1
HMC.015.039:PHYDDIODQOE.4 GPIO.025.039.2:OEIN.0
