GPIO.032.045.1:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.0
GPIO.040.045.2:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.46
GPIO.040.045.2:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.47
GPIO.042.045.3:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.48
GPIO.042.045.3:DATAOUT.1 HMC.011.045:DDIOPHYDQDIN.49
GPIO.042.045.3:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.50
GPIO.042.045.3:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.51
GPIO.043.045.1:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.52
GPIO.043.045.1:DATAOUT.1 HMC.011.045:DDIOPHYDQDIN.53
GPIO.043.045.1:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.54
GPIO.043.045.1:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.55
GPIO.043.045.0:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.56
GPIO.043.045.0:DATAOUT.1 HMC.011.045:DDIOPHYDQDIN.57
GPIO.043.045.0:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.58
GPIO.043.045.0:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.59
GPIO.043.045.2:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.60
GPIO.043.045.2:DATAOUT.1 HMC.011.045:DDIOPHYDQDIN.61
GPIO.043.045.2:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.62
GPIO.043.045.2:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.63
GPIO.044.045.3:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.64
GPIO.044.045.3:DATAOUT.1 HMC.011.045:DDIOPHYDQDIN.65
GPIO.044.045.3:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.66
GPIO.044.045.3:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.67
GPIO.046.045.1:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.72
GPIO.046.045.1:DATAOUT.1 HMC.011.045:DDIOPHYDQDIN.73
GPIO.046.045.1:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.74
GPIO.046.045.1:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.75
GPIO.046.045.0:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.76
GPIO.046.045.0:DATAOUT.1 HMC.011.045:DDIOPHYDQDIN.77
GPIO.046.045.0:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.78
GPIO.046.045.0:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.79
GPIO.046.045.2:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.80
GPIO.046.045.2:DATAOUT.1 HMC.011.045:DDIOPHYDQDIN.81
GPIO.046.045.2:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.82
GPIO.046.045.2:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.83
GPIO.048.045.3:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.84
GPIO.048.045.3:DATAOUT.1 HMC.011.045:DDIOPHYDQDIN.85
GPIO.048.045.3:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.86
GPIO.048.045.3:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.87
GPIO.050.045.1:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.88
GPIO.050.045.1:DATAOUT.1 HMC.011.045:DDIOPHYDQDIN.89
GPIO.050.045.1:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.90
GPIO.050.045.1:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.91
GPIO.050.045.0:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.92
GPIO.050.045.0:DATAOUT.1 HMC.011.045:DDIOPHYDQDIN.93
GPIO.050.045.0:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.94
GPIO.050.045.0:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.95
GPIO.050.045.2:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.96
GPIO.050.045.2:DATAOUT.1 HMC.011.045:DDIOPHYDQDIN.97
GPIO.050.045.2:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.98
GPIO.050.045.2:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.99
GPIO.052.045.3:DATAOUT.0 HMC.011.045:DDIOPHYDQDIN.100
GPIO.052.045.3:DATAOUT.1 HMC.011.045:DDIOPHYDQDIN.101
GPIO.052.045.3:DATAOUT.2 HMC.011.045:DDIOPHYDQDIN.102
GPIO.052.045.3:DATAOUT.3 HMC.011.045:DDIOPHYDQDIN.103
HMC.011.045:PHYDDIOADDRACLR.0 GPIO.022.045.2:ACLR
HMC.011.045:PHYDDIOADDRACLR.1 GPIO.022.045.3:ACLR
HMC.011.045:PHYDDIOADDRACLR.2 GPIO.020.045.2:ACLR
HMC.011.045:PHYDDIOADDRACLR.3 GPIO.020.045.3:ACLR
HMC.011.045:PHYDDIOADDRACLR.4 GPIO.020.045.0:ACLR
HMC.011.045:PHYDDIOADDRACLR.5 GPIO.020.045.1:ACLR
HMC.011.045:PHYDDIOADDRACLR.6 GPIO.018.045.2:ACLR
HMC.011.045:PHYDDIOADDRACLR.7 GPIO.018.045.3:ACLR
HMC.011.045:PHYDDIOADDRACLR.8 GPIO.012.045.0:ACLR
HMC.011.045:PHYDDIOADDRACLR.9 GPIO.012.045.1:ACLR
HMC.011.045:PHYDDIOADDRACLR.10 GPIO.012.045.2:ACLR
HMC.011.045:PHYDDIOADDRACLR.11 GPIO.012.045.3:ACLR
HMC.011.045:PHYDDIOADDRACLR.12 GPIO.010.045.2:ACLR
HMC.011.045:PHYDDIOADDRACLR.13 GPIO.010.045.3:ACLR
HMC.011.045:PHYDDIOADDRACLR.14 GPIO.008.045.0:ACLR
HMC.011.045:PHYDDIOADDRACLR.15 GPIO.008.045.1:ACLR
HMC.011.045:PHYDDIOADDRDOUT.0 GPIO.022.045.2:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.1 GPIO.022.045.2:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.2 GPIO.022.045.2:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.3 GPIO.022.045.2:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.4 GPIO.022.045.3:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.5 GPIO.022.045.3:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.6 GPIO.022.045.3:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.7 GPIO.022.045.3:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.8 GPIO.020.045.2:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.9 GPIO.020.045.2:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.10 GPIO.020.045.2:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.11 GPIO.020.045.2:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.12 GPIO.020.045.3:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.13 GPIO.020.045.3:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.14 GPIO.020.045.3:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.15 GPIO.020.045.3:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.16 GPIO.020.045.0:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.17 GPIO.020.045.0:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.18 GPIO.020.045.0:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.19 GPIO.020.045.0:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.20 GPIO.020.045.1:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.21 GPIO.020.045.1:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.22 GPIO.020.045.1:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.23 GPIO.020.045.1:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.24 GPIO.018.045.2:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.25 GPIO.018.045.2:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.26 GPIO.018.045.2:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.27 GPIO.018.045.2:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.28 GPIO.018.045.3:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.29 GPIO.018.045.3:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.30 GPIO.018.045.3:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.31 GPIO.018.045.3:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.32 GPIO.012.045.0:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.33 GPIO.012.045.0:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.34 GPIO.012.045.0:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.35 GPIO.012.045.0:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.36 GPIO.012.045.1:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.37 GPIO.012.045.1:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.38 GPIO.012.045.1:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.39 GPIO.012.045.1:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.40 GPIO.012.045.2:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.41 GPIO.012.045.2:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.42 GPIO.012.045.2:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.43 GPIO.012.045.2:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.44 GPIO.012.045.3:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.45 GPIO.012.045.3:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.46 GPIO.012.045.3:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.47 GPIO.012.045.3:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.48 GPIO.010.045.2:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.49 GPIO.010.045.2:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.50 GPIO.010.045.2:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.51 GPIO.010.045.2:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.52 GPIO.010.045.3:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.53 GPIO.010.045.3:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.54 GPIO.010.045.3:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.55 GPIO.010.045.3:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.56 GPIO.008.045.0:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.57 GPIO.008.045.0:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.58 GPIO.008.045.0:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.59 GPIO.008.045.0:DATAIN.3
HMC.011.045:PHYDDIOADDRDOUT.60 GPIO.008.045.1:DATAIN.0
HMC.011.045:PHYDDIOADDRDOUT.61 GPIO.008.045.1:DATAIN.1
HMC.011.045:PHYDDIOADDRDOUT.62 GPIO.008.045.1:DATAIN.2
HMC.011.045:PHYDDIOADDRDOUT.63 GPIO.008.045.1:DATAIN.3
HMC.011.045:PHYDDIOBAACLR GPIO.016.045.1:ACLR
HMC.011.045:PHYDDIOBADOUT.0 GPIO.016.045.2:DATAIN.0
HMC.011.045:PHYDDIOBADOUT.1 GPIO.016.045.2:DATAIN.1
HMC.011.045:PHYDDIOBADOUT.2 GPIO.016.045.2:DATAIN.2
HMC.011.045:PHYDDIOBADOUT.3 GPIO.016.045.2:DATAIN.3
HMC.011.045:PHYDDIOCASNACLR GPIO.014.045.2:ACLR
HMC.011.045:PHYDDIOCASNDOUT.0 GPIO.014.045.2:DATAIN.0
HMC.011.045:PHYDDIOCASNDOUT.1 GPIO.014.045.2:DATAIN.1
HMC.011.045:PHYDDIOCASNDOUT.2 GPIO.014.045.2:DATAIN.2
HMC.011.045:PHYDDIOCASNDOUT.3 GPIO.014.045.2:DATAIN.3
HMC.011.045:PHYDDIOCKDOUT.0 GPIO.018.045.0:DATAIN.0
HMC.011.045:PHYDDIOCKDOUT.1 GPIO.018.045.0:DATAIN.1
HMC.011.045:PHYDDIOCKDOUT.2 GPIO.018.045.0:DATAIN.2
HMC.011.045:PHYDDIOCKDOUT.3 GPIO.018.045.0:DATAIN.3
HMC.011.045:PHYDDIOCKEACLR.0 GPIO.043.045.3:ACLR
HMC.011.045:PHYDDIOCKEACLR.1 GPIO.042.045.2:ACLR
HMC.011.045:PHYDDIOCKEDOUT.0 GPIO.043.045.3:DATAIN.0
HMC.011.045:PHYDDIOCKEDOUT.1 GPIO.043.045.3:DATAIN.1
HMC.011.045:PHYDDIOCKEDOUT.2 GPIO.043.045.3:DATAIN.2
HMC.011.045:PHYDDIOCKEDOUT.3 GPIO.043.045.3:DATAIN.3
HMC.011.045:PHYDDIOCKEDOUT.4 GPIO.042.045.2:DATAIN.0
HMC.011.045:PHYDDIOCKEDOUT.5 GPIO.042.045.2:DATAIN.1
HMC.011.045:PHYDDIOCKEDOUT.6 GPIO.042.045.2:DATAIN.2
HMC.011.045:PHYDDIOCKEDOUT.7 GPIO.042.045.2:DATAIN.3
HMC.011.045:PHYDDIOCKNDOUT.0 GPIO.018.045.1:DATAIN.0
HMC.011.045:PHYDDIOCKNDOUT.1 GPIO.018.045.1:DATAIN.1
HMC.011.045:PHYDDIOCKNDOUT.2 GPIO.018.045.1:DATAIN.2
HMC.011.045:PHYDDIOCKNDOUT.3 GPIO.018.045.1:DATAIN.3
HMC.011.045:PHYDDIOCSNACLR.0 GPIO.010.045.0:ACLR
HMC.011.045:PHYDDIOCSNACLR.1 GPIO.010.045.1:ACLR
HMC.011.045:PHYDDIOCSNDOUT.0 GPIO.010.045.0:DATAIN.0
HMC.011.045:PHYDDIOCSNDOUT.1 GPIO.010.045.0:DATAIN.1
HMC.011.045:PHYDDIOCSNDOUT.2 GPIO.010.045.0:DATAIN.2
HMC.011.045:PHYDDIOCSNDOUT.3 GPIO.010.045.0:DATAIN.3
HMC.011.045:PHYDDIOCSNDOUT.4 GPIO.010.045.1:DATAIN.0
HMC.011.045:PHYDDIOCSNDOUT.5 GPIO.010.045.1:DATAIN.1
HMC.011.045:PHYDDIOCSNDOUT.6 GPIO.010.045.1:DATAIN.2
HMC.011.045:PHYDDIOCSNDOUT.7 GPIO.010.045.1:DATAIN.3
HMC.011.045:PHYDDIODMDOUT.0 GPIO.038.045.2:DATAIN.0
HMC.011.045:PHYDDIODMDOUT.1 GPIO.038.045.2:DATAIN.1
HMC.011.045:PHYDDIODMDOUT.2 GPIO.038.045.2:DATAIN.2
HMC.011.045:PHYDDIODMDOUT.3 GPIO.038.045.2:DATAIN.3
HMC.011.045:PHYDDIODMDOUT.4 GPIO.044.045.2:DATAIN.0
HMC.011.045:PHYDDIODMDOUT.5 GPIO.044.045.2:DATAIN.1
HMC.011.045:PHYDDIODMDOUT.6 GPIO.044.045.2:DATAIN.2
HMC.011.045:PHYDDIODMDOUT.7 GPIO.044.045.2:DATAIN.3
HMC.011.045:PHYDDIODMDOUT.8 GPIO.052.045.2:DATAIN.0
HMC.011.045:PHYDDIODMDOUT.9 GPIO.052.045.2:DATAIN.1
HMC.011.045:PHYDDIODMDOUT.10 GPIO.052.045.2:DATAIN.2
HMC.011.045:PHYDDIODMDOUT.11 GPIO.052.045.2:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.0 GPIO.032.045.1:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.1 GPIO.032.045.1:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.2 GPIO.032.045.1:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.3 GPIO.032.045.1:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.4 GPIO.032.045.0:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.5 GPIO.032.045.0:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.6 GPIO.032.045.0:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.7 GPIO.032.045.0:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.8 GPIO.032.045.2:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.9 GPIO.032.045.2:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.10 GPIO.032.045.2:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.11 GPIO.032.045.2:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.12 GPIO.034.045.3:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.13 GPIO.034.045.3:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.14 GPIO.034.045.3:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.15 GPIO.034.045.3:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.16 GPIO.036.045.1:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.17 GPIO.036.045.1:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.18 GPIO.036.045.1:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.19 GPIO.036.045.1:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.20 GPIO.036.045.0:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.21 GPIO.036.045.0:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.22 GPIO.036.045.0:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.23 GPIO.036.045.0:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.24 GPIO.036.045.2:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.25 GPIO.036.045.2:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.26 GPIO.036.045.2:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.27 GPIO.036.045.2:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.28 GPIO.038.045.3:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.29 GPIO.038.045.3:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.30 GPIO.038.045.3:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.31 GPIO.038.045.3:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.36 GPIO.040.045.1:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.37 GPIO.040.045.1:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.38 GPIO.040.045.1:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.39 GPIO.040.045.1:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.40 GPIO.040.045.0:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.41 GPIO.040.045.0:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.42 GPIO.040.045.0:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.43 GPIO.040.045.0:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.44 GPIO.040.045.2:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.45 GPIO.040.045.2:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.46 GPIO.040.045.2:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.47 GPIO.040.045.2:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.48 GPIO.042.045.3:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.49 GPIO.042.045.3:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.50 GPIO.042.045.3:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.51 GPIO.042.045.3:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.52 GPIO.043.045.1:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.53 GPIO.043.045.1:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.54 GPIO.043.045.1:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.55 GPIO.043.045.1:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.56 GPIO.043.045.0:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.57 GPIO.043.045.0:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.58 GPIO.043.045.0:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.59 GPIO.043.045.0:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.60 GPIO.043.045.2:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.61 GPIO.043.045.2:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.62 GPIO.043.045.2:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.63 GPIO.043.045.2:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.64 GPIO.044.045.3:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.65 GPIO.044.045.3:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.66 GPIO.044.045.3:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.67 GPIO.044.045.3:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.72 GPIO.046.045.1:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.73 GPIO.046.045.1:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.74 GPIO.046.045.1:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.75 GPIO.046.045.1:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.76 GPIO.046.045.0:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.77 GPIO.046.045.0:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.78 GPIO.046.045.0:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.79 GPIO.046.045.0:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.80 GPIO.046.045.2:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.81 GPIO.046.045.2:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.82 GPIO.046.045.2:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.83 GPIO.046.045.2:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.84 GPIO.048.045.3:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.85 GPIO.048.045.3:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.86 GPIO.048.045.3:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.87 GPIO.048.045.3:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.88 GPIO.050.045.1:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.89 GPIO.050.045.1:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.90 GPIO.050.045.1:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.91 GPIO.050.045.1:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.92 GPIO.050.045.0:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.93 GPIO.050.045.0:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.94 GPIO.050.045.0:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.95 GPIO.050.045.0:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.96 GPIO.050.045.2:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.97 GPIO.050.045.2:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.98 GPIO.050.045.2:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.99 GPIO.050.045.2:DATAIN.3
HMC.011.045:PHYDDIODQDOUT.100 GPIO.052.045.3:DATAIN.0
HMC.011.045:PHYDDIODQDOUT.101 GPIO.052.045.3:DATAIN.1
HMC.011.045:PHYDDIODQDOUT.102 GPIO.052.045.3:DATAIN.2
HMC.011.045:PHYDDIODQDOUT.103 GPIO.052.045.3:DATAIN.3
HMC.011.045:PHYDDIODQOE.0 GPIO.032.045.1:OEIN.0
HMC.011.045:PHYDDIODQOE.1 GPIO.032.045.1:OEIN.1
HMC.011.045:PHYDDIODQOE.2 GPIO.032.045.0:OEIN.0
HMC.011.045:PHYDDIODQOE.3 GPIO.032.045.0:OEIN.1
HMC.011.045:PHYDDIODQOE.4 GPIO.032.045.2:OEIN.0
