GPIO.032.061.1:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.0
GPIO.036.061.2:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.24
GPIO.036.061.2:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.25
GPIO.036.061.2:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.26
GPIO.036.061.2:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.27
GPIO.038.061.3:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.28
GPIO.038.061.3:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.29
GPIO.038.061.3:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.30
GPIO.038.061.3:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.31
GPIO.040.061.1:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.36
GPIO.040.061.1:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.37
GPIO.040.061.1:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.38
GPIO.040.061.1:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.39
GPIO.040.061.0:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.40
GPIO.040.061.0:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.41
GPIO.040.061.0:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.42
GPIO.040.061.0:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.43
GPIO.040.061.2:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.44
GPIO.040.061.2:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.45
GPIO.040.061.2:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.46
GPIO.040.061.2:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.47
GPIO.042.061.3:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.48
GPIO.042.061.3:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.49
GPIO.042.061.3:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.50
GPIO.042.061.3:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.51
GPIO.044.061.1:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.52
GPIO.044.061.1:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.53
GPIO.044.061.1:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.54
GPIO.044.061.1:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.55
GPIO.044.061.0:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.56
GPIO.044.061.0:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.57
GPIO.044.061.0:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.58
GPIO.044.061.0:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.59
GPIO.044.061.2:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.60
GPIO.044.061.2:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.61
GPIO.044.061.2:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.62
GPIO.044.061.2:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.63
GPIO.046.061.3:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.64
GPIO.046.061.3:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.65
GPIO.046.061.3:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.66
GPIO.046.061.3:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.67
GPIO.048.061.1:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.72
GPIO.048.061.1:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.73
GPIO.048.061.1:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.74
GPIO.048.061.1:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.75
GPIO.048.061.0:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.76
GPIO.048.061.0:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.77
GPIO.048.061.0:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.78
GPIO.048.061.0:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.79
GPIO.048.061.2:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.80
GPIO.048.061.2:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.81
GPIO.048.061.2:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.82
GPIO.048.061.2:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.83
GPIO.050.061.3:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.84
GPIO.050.061.3:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.85
GPIO.050.061.3:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.86
GPIO.050.061.3:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.87
GPIO.051.061.1:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.88
GPIO.051.061.1:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.89
GPIO.051.061.1:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.90
GPIO.051.061.1:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.91
GPIO.051.061.0:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.92
GPIO.051.061.0:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.93
GPIO.051.061.0:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.94
GPIO.051.061.0:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.95
GPIO.051.061.2:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.96
GPIO.051.061.2:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.97
GPIO.051.061.2:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.98
GPIO.051.061.2:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.99
GPIO.053.061.3:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.100
GPIO.053.061.3:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.101
GPIO.053.061.3:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.102
GPIO.053.061.3:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.103
GPIO.055.061.1:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.108
GPIO.055.061.1:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.109
GPIO.055.061.1:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.110
GPIO.055.061.1:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.111
GPIO.055.061.0:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.112
GPIO.055.061.0:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.113
GPIO.055.061.0:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.114
GPIO.055.061.0:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.115
GPIO.055.061.2:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.116
GPIO.055.061.2:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.117
GPIO.055.061.2:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.118
GPIO.055.061.2:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.119
GPIO.057.061.3:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.120
GPIO.057.061.3:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.121
GPIO.057.061.3:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.122
GPIO.057.061.3:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.123
GPIO.059.061.1:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.124
GPIO.059.061.1:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.125
GPIO.059.061.1:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.126
GPIO.059.061.1:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.127
GPIO.059.061.0:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.128
GPIO.059.061.0:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.129
GPIO.059.061.0:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.130
GPIO.059.061.0:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.131
GPIO.059.061.2:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.132
GPIO.059.061.2:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.133
GPIO.059.061.2:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.134
GPIO.059.061.2:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.135
GPIO.061.061.3:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.136
GPIO.061.061.3:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.137
GPIO.061.061.3:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.138
GPIO.061.061.3:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.139
GPIO.062.061.1:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.144
GPIO.062.061.1:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.145
GPIO.062.061.1:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.146
GPIO.062.061.1:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.147
GPIO.062.061.0:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.148
GPIO.062.061.0:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.149
GPIO.062.061.0:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.150
GPIO.062.061.0:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.151
GPIO.062.061.2:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.152
GPIO.062.061.2:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.153
GPIO.062.061.2:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.154
GPIO.062.061.2:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.155
GPIO.064.061.3:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.156
GPIO.064.061.3:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.157
GPIO.064.061.3:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.158
GPIO.064.061.3:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.159
GPIO.065.061.1:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.160
GPIO.065.061.1:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.161
GPIO.065.061.1:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.162
GPIO.065.061.1:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.163
GPIO.065.061.0:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.164
GPIO.065.061.0:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.165
GPIO.065.061.0:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.166
GPIO.065.061.0:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.167
GPIO.065.061.2:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.168
GPIO.065.061.2:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.169
GPIO.065.061.2:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.170
GPIO.065.061.2:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.171
GPIO.066.061.3:DATAOUT.0 HMC.022.061:DDIOPHYDQDIN.172
GPIO.066.061.3:DATAOUT.1 HMC.022.061:DDIOPHYDQDIN.173
GPIO.066.061.3:DATAOUT.2 HMC.022.061:DDIOPHYDQDIN.174
GPIO.066.061.3:DATAOUT.3 HMC.022.061:DDIOPHYDQDIN.175
HMC.022.061:PHYDDIOADDRACLR.0 GPIO.021.061.2:ACLR
HMC.022.061:PHYDDIOADDRACLR.1 GPIO.021.061.3:ACLR
HMC.022.061:PHYDDIOADDRACLR.2 GPIO.019.061.2:ACLR
HMC.022.061:PHYDDIOADDRACLR.3 GPIO.019.061.3:ACLR
HMC.022.061:PHYDDIOADDRACLR.4 GPIO.019.061.0:ACLR
HMC.022.061:PHYDDIOADDRACLR.5 GPIO.019.061.1:ACLR
HMC.022.061:PHYDDIOADDRACLR.6 GPIO.018.061.2:ACLR
HMC.022.061:PHYDDIOADDRACLR.7 GPIO.018.061.3:ACLR
HMC.022.061:PHYDDIOADDRACLR.8 GPIO.014.061.0:ACLR
HMC.022.061:PHYDDIOADDRACLR.9 GPIO.014.061.1:ACLR
HMC.022.061:PHYDDIOADDRACLR.10 GPIO.014.061.2:ACLR
HMC.022.061:PHYDDIOADDRACLR.11 GPIO.014.061.3:ACLR
HMC.022.061:PHYDDIOADDRACLR.12 GPIO.012.061.2:ACLR
HMC.022.061:PHYDDIOADDRACLR.13 GPIO.012.061.3:ACLR
HMC.022.061:PHYDDIOADDRACLR.14 GPIO.010.061.0:ACLR
HMC.022.061:PHYDDIOADDRACLR.15 GPIO.010.061.1:ACLR
HMC.022.061:PHYDDIOADDRDOUT.0 GPIO.021.061.2:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.1 GPIO.021.061.2:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.2 GPIO.021.061.2:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.3 GPIO.021.061.2:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.4 GPIO.021.061.3:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.5 GPIO.021.061.3:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.6 GPIO.021.061.3:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.7 GPIO.021.061.3:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.8 GPIO.019.061.2:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.9 GPIO.019.061.2:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.10 GPIO.019.061.2:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.11 GPIO.019.061.2:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.12 GPIO.019.061.3:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.13 GPIO.019.061.3:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.14 GPIO.019.061.3:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.15 GPIO.019.061.3:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.16 GPIO.019.061.0:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.17 GPIO.019.061.0:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.18 GPIO.019.061.0:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.19 GPIO.019.061.0:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.20 GPIO.019.061.1:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.21 GPIO.019.061.1:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.22 GPIO.019.061.1:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.23 GPIO.019.061.1:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.24 GPIO.018.061.2:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.25 GPIO.018.061.2:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.26 GPIO.018.061.2:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.27 GPIO.018.061.2:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.28 GPIO.018.061.3:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.29 GPIO.018.061.3:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.30 GPIO.018.061.3:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.31 GPIO.018.061.3:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.32 GPIO.014.061.0:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.33 GPIO.014.061.0:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.34 GPIO.014.061.0:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.35 GPIO.014.061.0:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.36 GPIO.014.061.1:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.37 GPIO.014.061.1:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.38 GPIO.014.061.1:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.39 GPIO.014.061.1:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.40 GPIO.014.061.2:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.41 GPIO.014.061.2:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.42 GPIO.014.061.2:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.43 GPIO.014.061.2:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.44 GPIO.014.061.3:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.45 GPIO.014.061.3:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.46 GPIO.014.061.3:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.47 GPIO.014.061.3:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.48 GPIO.012.061.2:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.49 GPIO.012.061.2:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.50 GPIO.012.061.2:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.51 GPIO.012.061.2:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.52 GPIO.012.061.3:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.53 GPIO.012.061.3:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.54 GPIO.012.061.3:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.55 GPIO.012.061.3:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.56 GPIO.010.061.0:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.57 GPIO.010.061.0:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.58 GPIO.010.061.0:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.59 GPIO.010.061.0:DATAIN.3
HMC.022.061:PHYDDIOADDRDOUT.60 GPIO.010.061.1:DATAIN.0
HMC.022.061:PHYDDIOADDRDOUT.61 GPIO.010.061.1:DATAIN.1
HMC.022.061:PHYDDIOADDRDOUT.62 GPIO.010.061.1:DATAIN.2
HMC.022.061:PHYDDIOADDRDOUT.63 GPIO.010.061.1:DATAIN.3
HMC.022.061:PHYDDIOBAACLR GPIO.017.061.1:ACLR
HMC.022.061:PHYDDIOBADOUT.0 GPIO.017.061.2:DATAIN.0
HMC.022.061:PHYDDIOBADOUT.1 GPIO.017.061.2:DATAIN.1
HMC.022.061:PHYDDIOBADOUT.2 GPIO.017.061.2:DATAIN.2
HMC.022.061:PHYDDIOBADOUT.3 GPIO.017.061.2:DATAIN.3
HMC.022.061:PHYDDIOCASNACLR GPIO.015.061.2:ACLR
HMC.022.061:PHYDDIOCASNDOUT.0 GPIO.015.061.2:DATAIN.0
HMC.022.061:PHYDDIOCASNDOUT.1 GPIO.015.061.2:DATAIN.1
HMC.022.061:PHYDDIOCASNDOUT.2 GPIO.015.061.2:DATAIN.2
HMC.022.061:PHYDDIOCASNDOUT.3 GPIO.015.061.2:DATAIN.3
HMC.022.061:PHYDDIOCKDOUT.0 GPIO.018.061.0:DATAIN.0
HMC.022.061:PHYDDIOCKDOUT.1 GPIO.018.061.0:DATAIN.1
HMC.022.061:PHYDDIOCKDOUT.2 GPIO.018.061.0:DATAIN.2
HMC.022.061:PHYDDIOCKDOUT.3 GPIO.018.061.0:DATAIN.3
HMC.022.061:PHYDDIOCKEACLR.0 GPIO.044.061.3:ACLR
HMC.022.061:PHYDDIOCKEACLR.1 GPIO.042.061.2:ACLR
HMC.022.061:PHYDDIOCKEDOUT.0 GPIO.044.061.3:DATAIN.0
HMC.022.061:PHYDDIOCKEDOUT.1 GPIO.044.061.3:DATAIN.1
HMC.022.061:PHYDDIOCKEDOUT.2 GPIO.044.061.3:DATAIN.2
HMC.022.061:PHYDDIOCKEDOUT.3 GPIO.044.061.3:DATAIN.3
HMC.022.061:PHYDDIOCKEDOUT.4 GPIO.042.061.2:DATAIN.0
HMC.022.061:PHYDDIOCKEDOUT.5 GPIO.042.061.2:DATAIN.1
HMC.022.061:PHYDDIOCKEDOUT.6 GPIO.042.061.2:DATAIN.2
HMC.022.061:PHYDDIOCKEDOUT.7 GPIO.042.061.2:DATAIN.3
HMC.022.061:PHYDDIOCKNDOUT.0 GPIO.018.061.1:DATAIN.0
HMC.022.061:PHYDDIOCKNDOUT.1 GPIO.018.061.1:DATAIN.1
HMC.022.061:PHYDDIOCKNDOUT.2 GPIO.018.061.1:DATAIN.2
HMC.022.061:PHYDDIOCKNDOUT.3 GPIO.018.061.1:DATAIN.3
HMC.022.061:PHYDDIOCSNACLR.0 GPIO.012.061.0:ACLR
HMC.022.061:PHYDDIOCSNACLR.1 GPIO.012.061.1:ACLR
HMC.022.061:PHYDDIOCSNDOUT.0 GPIO.012.061.0:DATAIN.0
HMC.022.061:PHYDDIOCSNDOUT.1 GPIO.012.061.0:DATAIN.1
HMC.022.061:PHYDDIOCSNDOUT.2 GPIO.012.061.0:DATAIN.2
HMC.022.061:PHYDDIOCSNDOUT.3 GPIO.012.061.0:DATAIN.3
HMC.022.061:PHYDDIOCSNDOUT.4 GPIO.012.061.1:DATAIN.0
HMC.022.061:PHYDDIOCSNDOUT.5 GPIO.012.061.1:DATAIN.1
HMC.022.061:PHYDDIOCSNDOUT.6 GPIO.012.061.1:DATAIN.2
HMC.022.061:PHYDDIOCSNDOUT.7 GPIO.012.061.1:DATAIN.3
HMC.022.061:PHYDDIODMDOUT.0 GPIO.038.061.2:DATAIN.0
HMC.022.061:PHYDDIODMDOUT.1 GPIO.038.061.2:DATAIN.1
HMC.022.061:PHYDDIODMDOUT.2 GPIO.038.061.2:DATAIN.2
HMC.022.061:PHYDDIODMDOUT.3 GPIO.038.061.2:DATAIN.3
HMC.022.061:PHYDDIODMDOUT.4 GPIO.046.061.2:DATAIN.0
HMC.022.061:PHYDDIODMDOUT.5 GPIO.046.061.2:DATAIN.1
HMC.022.061:PHYDDIODMDOUT.6 GPIO.046.061.2:DATAIN.2
HMC.022.061:PHYDDIODMDOUT.7 GPIO.046.061.2:DATAIN.3
HMC.022.061:PHYDDIODMDOUT.8 GPIO.053.061.2:DATAIN.0
HMC.022.061:PHYDDIODMDOUT.9 GPIO.053.061.2:DATAIN.1
HMC.022.061:PHYDDIODMDOUT.10 GPIO.053.061.2:DATAIN.2
HMC.022.061:PHYDDIODMDOUT.11 GPIO.053.061.2:DATAIN.3
HMC.022.061:PHYDDIODMDOUT.12 GPIO.061.061.2:DATAIN.0
HMC.022.061:PHYDDIODMDOUT.13 GPIO.061.061.2:DATAIN.1
HMC.022.061:PHYDDIODMDOUT.14 GPIO.061.061.2:DATAIN.2
HMC.022.061:PHYDDIODMDOUT.15 GPIO.061.061.2:DATAIN.3
HMC.022.061:PHYDDIODMDOUT.16 GPIO.066.061.2:DATAIN.0
HMC.022.061:PHYDDIODMDOUT.17 GPIO.066.061.2:DATAIN.1
HMC.022.061:PHYDDIODMDOUT.18 GPIO.066.061.2:DATAIN.2
HMC.022.061:PHYDDIODMDOUT.19 GPIO.066.061.2:DATAIN.3
HMC.022.061:PHYDDIODQDOUT.0 GPIO.032.061.1:DATAIN.0
HMC.022.061:PHYDDIODQDOUT.1 GPIO.032.061.1:DATAIN.1
HMC.022.061:PHYDDIODQDOUT.2 GPIO.032.061.1:DATAIN.2
HMC.022.061:PHYDDIODQDOUT.3 GPIO.032.061.1:DATAIN.3
HMC.022.061:PHYDDIODQDOUT.4 GPIO.032.061.0:DATAIN.0
HMC.022.061:PHYDDIODQDOUT.5 GPIO.032.061.0:DATAIN.1
HMC.022.061:PHYDDIODQDOUT.6 GPIO.032.061.0:DATAIN.2
HMC.022.061:PHYDDIODQDOUT.7 GPIO.032.061.0:DATAIN.3
HMC.022.061:PHYDDIODQDOUT.8 GPIO.032.061.2:DATAIN.0
HMC.022.061:PHYDDIODQDOUT.9 GPIO.032.061.2:DATAIN.1
HMC.022.061:PHYDDIODQDOUT.10 GPIO.032.061.2:DATAIN.2
HMC.022.061:PHYDDIODQDOUT.11 GPIO.032.061.2:DATAIN.3
HMC.022.061:PHYDDIODQDOUT.12 GPIO.034.061.3:DATAIN.0
HMC.022.061:PHYDDIODQDOUT.13 GPIO.034.061.3:DATAIN.1
HMC.022.061:PHYDDIODQDOUT.14 GPIO.034.061.3:DATAIN.2
HMC.022.061:PHYDDIODQDOUT.15 GPIO.034.061.3:DATAIN.3
HMC.022.061:PHYDDIODQDOUT.16 GPIO.036.061.1:DATAIN.0
HMC.022.061:PHYDDIODQDOUT.17 GPIO.036.061.1:DATAIN.1
HMC.022.061:PHYDDIODQDOUT.18 GPIO.036.061.1:DATAIN.2
HMC.022.061:PHYDDIODQDOUT.19 GPIO.036.061.1:DATAIN.3
HMC.022.061:PHYDDIODQDOUT.20 GPIO.036.061.0:DATAIN.0
HMC.022.061:PHYDDIODQDOUT.21 GPIO.036.061.0:DATAIN.1
HMC.022.061:PHYDDIODQDOUT.22 GPIO.036.061.0:DATAIN.2
HMC.022.061:PHYDDIODQDOUT.23 GPIO.036.061.0:DATAIN.3
HMC.022.061:PHYDDIODQDOUT.24 GPIO.036.061.2:DATAIN.0
HMC.022.061:PHYDDIODQDOUT.25 GPIO.036.061.2:DATAIN.1
HMC.022.061:PHYDDIODQDOUT.26 GPIO.036.061.2:DATAIN.2
