GPIO.065.000.1:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.0
GPIO.071.000.3:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.31
GPIO.073.000.1:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.36
GPIO.073.000.1:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.37
GPIO.073.000.1:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.38
GPIO.073.000.1:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.39
GPIO.073.000.0:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.40
GPIO.073.000.0:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.41
GPIO.073.000.0:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.42
GPIO.073.000.0:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.43
GPIO.073.000.2:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.44
GPIO.073.000.2:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.45
GPIO.073.000.2:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.46
GPIO.073.000.2:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.47
GPIO.075.000.3:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.48
GPIO.075.000.3:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.49
GPIO.075.000.3:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.50
GPIO.075.000.3:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.51
GPIO.077.000.1:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.52
GPIO.077.000.1:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.53
GPIO.077.000.1:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.54
GPIO.077.000.1:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.55
GPIO.077.000.0:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.56
GPIO.077.000.0:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.57
GPIO.077.000.0:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.58
GPIO.077.000.0:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.59
GPIO.077.000.2:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.60
GPIO.077.000.2:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.61
GPIO.077.000.2:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.62
GPIO.077.000.2:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.63
GPIO.079.000.3:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.64
GPIO.079.000.3:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.65
GPIO.079.000.3:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.66
GPIO.079.000.3:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.67
GPIO.082.000.1:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.72
GPIO.082.000.1:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.73
GPIO.082.000.1:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.74
GPIO.082.000.1:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.75
GPIO.082.000.0:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.76
GPIO.082.000.0:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.77
GPIO.082.000.0:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.78
GPIO.082.000.0:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.79
GPIO.082.000.2:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.80
GPIO.082.000.2:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.81
GPIO.082.000.2:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.82
GPIO.082.000.2:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.83
GPIO.084.000.3:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.84
GPIO.084.000.3:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.85
GPIO.084.000.3:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.86
GPIO.084.000.3:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.87
GPIO.086.000.1:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.88
GPIO.086.000.1:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.89
GPIO.086.000.1:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.90
GPIO.086.000.1:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.91
GPIO.086.000.0:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.92
GPIO.086.000.0:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.93
GPIO.086.000.0:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.94
GPIO.086.000.0:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.95
GPIO.086.000.2:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.96
GPIO.086.000.2:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.97
GPIO.086.000.2:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.98
GPIO.086.000.2:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.99
GPIO.088.000.3:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.100
GPIO.088.000.3:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.101
GPIO.088.000.3:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.102
GPIO.088.000.3:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.103
GPIO.090.000.1:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.108
GPIO.090.000.1:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.109
GPIO.090.000.1:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.110
GPIO.090.000.1:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.111
GPIO.090.000.0:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.112
GPIO.090.000.0:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.113
GPIO.090.000.0:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.114
GPIO.090.000.0:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.115
GPIO.090.000.2:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.116
GPIO.090.000.2:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.117
GPIO.090.000.2:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.118
GPIO.090.000.2:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.119
GPIO.092.000.3:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.120
GPIO.092.000.3:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.121
GPIO.092.000.3:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.122
GPIO.092.000.3:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.123
GPIO.094.000.1:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.124
GPIO.094.000.1:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.125
GPIO.094.000.1:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.126
GPIO.094.000.1:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.127
GPIO.094.000.0:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.128
GPIO.094.000.0:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.129
GPIO.094.000.0:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.130
GPIO.094.000.0:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.131
GPIO.094.000.2:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.132
GPIO.094.000.2:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.133
GPIO.094.000.2:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.134
GPIO.094.000.2:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.135
GPIO.096.000.3:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.136
GPIO.096.000.3:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.137
GPIO.096.000.3:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.138
GPIO.096.000.3:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.139
GPIO.098.000.1:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.144
GPIO.098.000.1:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.145
GPIO.098.000.1:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.146
GPIO.098.000.1:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.147
GPIO.098.000.0:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.148
GPIO.098.000.0:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.149
GPIO.098.000.0:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.150
GPIO.098.000.0:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.151
GPIO.098.000.2:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.152
GPIO.098.000.2:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.153
GPIO.098.000.2:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.154
GPIO.098.000.2:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.155
GPIO.100.000.3:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.156
GPIO.100.000.3:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.157
GPIO.100.000.3:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.158
GPIO.100.000.3:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.159
GPIO.102.000.1:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.160
GPIO.102.000.1:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.161
GPIO.102.000.1:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.162
GPIO.102.000.1:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.163
GPIO.102.000.0:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.164
GPIO.102.000.0:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.165
GPIO.102.000.0:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.166
GPIO.102.000.0:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.167
GPIO.102.000.2:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.168
GPIO.102.000.2:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.169
GPIO.102.000.2:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.170
GPIO.102.000.2:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.171
GPIO.104.000.3:DATAOUT.0 HMC.041.000:DDIOPHYDQDIN.172
GPIO.104.000.3:DATAOUT.1 HMC.041.000:DDIOPHYDQDIN.173
GPIO.104.000.3:DATAOUT.2 HMC.041.000:DDIOPHYDQDIN.174
GPIO.104.000.3:DATAOUT.3 HMC.041.000:DDIOPHYDQDIN.175
HMC.041.000:PHYDDIOADDRACLR.0 GPIO.054.000.2:ACLR
HMC.041.000:PHYDDIOADDRACLR.1 GPIO.054.000.3:ACLR
HMC.041.000:PHYDDIOADDRACLR.2 GPIO.052.000.2:ACLR
HMC.041.000:PHYDDIOADDRACLR.3 GPIO.052.000.3:ACLR
HMC.041.000:PHYDDIOADDRACLR.4 GPIO.052.000.0:ACLR
HMC.041.000:PHYDDIOADDRACLR.5 GPIO.052.000.1:ACLR
HMC.041.000:PHYDDIOADDRACLR.6 GPIO.050.000.2:ACLR
HMC.041.000:PHYDDIOADDRACLR.7 GPIO.050.000.3:ACLR
HMC.041.000:PHYDDIOADDRACLR.8 GPIO.044.000.0:ACLR
HMC.041.000:PHYDDIOADDRACLR.9 GPIO.044.000.1:ACLR
HMC.041.000:PHYDDIOADDRACLR.10 GPIO.044.000.2:ACLR
HMC.041.000:PHYDDIOADDRACLR.11 GPIO.044.000.3:ACLR
HMC.041.000:PHYDDIOADDRACLR.12 GPIO.042.000.2:ACLR
HMC.041.000:PHYDDIOADDRACLR.13 GPIO.042.000.3:ACLR
HMC.041.000:PHYDDIOADDRACLR.14 GPIO.040.000.0:ACLR
HMC.041.000:PHYDDIOADDRACLR.15 GPIO.040.000.1:ACLR
HMC.041.000:PHYDDIOADDRDOUT.0 GPIO.054.000.2:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.1 GPIO.054.000.2:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.2 GPIO.054.000.2:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.3 GPIO.054.000.2:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.4 GPIO.054.000.3:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.5 GPIO.054.000.3:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.6 GPIO.054.000.3:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.7 GPIO.054.000.3:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.8 GPIO.052.000.2:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.9 GPIO.052.000.2:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.10 GPIO.052.000.2:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.11 GPIO.052.000.2:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.12 GPIO.052.000.3:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.13 GPIO.052.000.3:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.14 GPIO.052.000.3:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.15 GPIO.052.000.3:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.16 GPIO.052.000.0:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.17 GPIO.052.000.0:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.18 GPIO.052.000.0:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.19 GPIO.052.000.0:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.20 GPIO.052.000.1:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.21 GPIO.052.000.1:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.22 GPIO.052.000.1:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.23 GPIO.052.000.1:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.24 GPIO.050.000.2:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.25 GPIO.050.000.2:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.26 GPIO.050.000.2:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.27 GPIO.050.000.2:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.28 GPIO.050.000.3:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.29 GPIO.050.000.3:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.30 GPIO.050.000.3:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.31 GPIO.050.000.3:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.32 GPIO.044.000.0:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.33 GPIO.044.000.0:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.34 GPIO.044.000.0:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.35 GPIO.044.000.0:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.36 GPIO.044.000.1:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.37 GPIO.044.000.1:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.38 GPIO.044.000.1:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.39 GPIO.044.000.1:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.40 GPIO.044.000.2:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.41 GPIO.044.000.2:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.42 GPIO.044.000.2:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.43 GPIO.044.000.2:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.44 GPIO.044.000.3:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.45 GPIO.044.000.3:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.46 GPIO.044.000.3:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.47 GPIO.044.000.3:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.48 GPIO.042.000.2:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.49 GPIO.042.000.2:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.50 GPIO.042.000.2:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.51 GPIO.042.000.2:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.52 GPIO.042.000.3:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.53 GPIO.042.000.3:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.54 GPIO.042.000.3:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.55 GPIO.042.000.3:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.56 GPIO.040.000.0:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.57 GPIO.040.000.0:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.58 GPIO.040.000.0:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.59 GPIO.040.000.0:DATAIN.3
HMC.041.000:PHYDDIOADDRDOUT.60 GPIO.040.000.1:DATAIN.0
HMC.041.000:PHYDDIOADDRDOUT.61 GPIO.040.000.1:DATAIN.1
HMC.041.000:PHYDDIOADDRDOUT.62 GPIO.040.000.1:DATAIN.2
HMC.041.000:PHYDDIOADDRDOUT.63 GPIO.040.000.1:DATAIN.3
HMC.041.000:PHYDDIOBAACLR GPIO.048.000.1:ACLR
HMC.041.000:PHYDDIOBADOUT.0 GPIO.048.000.2:DATAIN.0
HMC.041.000:PHYDDIOBADOUT.1 GPIO.048.000.2:DATAIN.1
HMC.041.000:PHYDDIOBADOUT.2 GPIO.048.000.2:DATAIN.2
HMC.041.000:PHYDDIOBADOUT.3 GPIO.048.000.2:DATAIN.3
HMC.041.000:PHYDDIOCASNACLR GPIO.046.000.2:ACLR
HMC.041.000:PHYDDIOCASNDOUT.0 GPIO.046.000.2:DATAIN.0
HMC.041.000:PHYDDIOCASNDOUT.1 GPIO.046.000.2:DATAIN.1
HMC.041.000:PHYDDIOCASNDOUT.2 GPIO.046.000.2:DATAIN.2
HMC.041.000:PHYDDIOCASNDOUT.3 GPIO.046.000.2:DATAIN.3
HMC.041.000:PHYDDIOCKDOUT.0 GPIO.050.000.0:DATAIN.0
HMC.041.000:PHYDDIOCKDOUT.1 GPIO.050.000.0:DATAIN.1
HMC.041.000:PHYDDIOCKDOUT.2 GPIO.050.000.0:DATAIN.2
HMC.041.000:PHYDDIOCKDOUT.3 GPIO.050.000.0:DATAIN.3
HMC.041.000:PHYDDIOCKEACLR.0 GPIO.077.000.3:ACLR
HMC.041.000:PHYDDIOCKEACLR.1 GPIO.075.000.2:ACLR
HMC.041.000:PHYDDIOCKEDOUT.0 GPIO.077.000.3:DATAIN.0
HMC.041.000:PHYDDIOCKEDOUT.1 GPIO.077.000.3:DATAIN.1
HMC.041.000:PHYDDIOCKEDOUT.2 GPIO.077.000.3:DATAIN.2
HMC.041.000:PHYDDIOCKEDOUT.3 GPIO.077.000.3:DATAIN.3
HMC.041.000:PHYDDIOCKEDOUT.4 GPIO.075.000.2:DATAIN.0
HMC.041.000:PHYDDIOCKEDOUT.5 GPIO.075.000.2:DATAIN.1
HMC.041.000:PHYDDIOCKEDOUT.6 GPIO.075.000.2:DATAIN.2
HMC.041.000:PHYDDIOCKEDOUT.7 GPIO.075.000.2:DATAIN.3
HMC.041.000:PHYDDIOCKNDOUT.0 GPIO.050.000.1:DATAIN.0
HMC.041.000:PHYDDIOCKNDOUT.1 GPIO.050.000.1:DATAIN.1
HMC.041.000:PHYDDIOCKNDOUT.2 GPIO.050.000.1:DATAIN.2
HMC.041.000:PHYDDIOCKNDOUT.3 GPIO.050.000.1:DATAIN.3
HMC.041.000:PHYDDIOCSNACLR.0 GPIO.042.000.0:ACLR
HMC.041.000:PHYDDIOCSNACLR.1 GPIO.042.000.1:ACLR
HMC.041.000:PHYDDIOCSNDOUT.0 GPIO.042.000.0:DATAIN.0
HMC.041.000:PHYDDIOCSNDOUT.1 GPIO.042.000.0:DATAIN.1
HMC.041.000:PHYDDIOCSNDOUT.2 GPIO.042.000.0:DATAIN.2
HMC.041.000:PHYDDIOCSNDOUT.3 GPIO.042.000.0:DATAIN.3
HMC.041.000:PHYDDIOCSNDOUT.4 GPIO.042.000.1:DATAIN.0
HMC.041.000:PHYDDIOCSNDOUT.5 GPIO.042.000.1:DATAIN.1
HMC.041.000:PHYDDIOCSNDOUT.6 GPIO.042.000.1:DATAIN.2
HMC.041.000:PHYDDIOCSNDOUT.7 GPIO.042.000.1:DATAIN.3
HMC.041.000:PHYDDIODMDOUT.0 GPIO.071.000.2:DATAIN.0
HMC.041.000:PHYDDIODMDOUT.1 GPIO.071.000.2:DATAIN.1
HMC.041.000:PHYDDIODMDOUT.2 GPIO.071.000.2:DATAIN.2
HMC.041.000:PHYDDIODMDOUT.3 GPIO.071.000.2:DATAIN.3
HMC.041.000:PHYDDIODMDOUT.4 GPIO.079.000.2:DATAIN.0
HMC.041.000:PHYDDIODMDOUT.5 GPIO.079.000.2:DATAIN.1
HMC.041.000:PHYDDIODMDOUT.6 GPIO.079.000.2:DATAIN.2
HMC.041.000:PHYDDIODMDOUT.7 GPIO.079.000.2:DATAIN.3
HMC.041.000:PHYDDIODMDOUT.8 GPIO.088.000.2:DATAIN.0
HMC.041.000:PHYDDIODMDOUT.9 GPIO.088.000.2:DATAIN.1
HMC.041.000:PHYDDIODMDOUT.10 GPIO.088.000.2:DATAIN.2
HMC.041.000:PHYDDIODMDOUT.11 GPIO.088.000.2:DATAIN.3
HMC.041.000:PHYDDIODMDOUT.12 GPIO.096.000.2:DATAIN.0
HMC.041.000:PHYDDIODMDOUT.13 GPIO.096.000.2:DATAIN.1
HMC.041.000:PHYDDIODMDOUT.14 GPIO.096.000.2:DATAIN.2
HMC.041.000:PHYDDIODMDOUT.15 GPIO.096.000.2:DATAIN.3
HMC.041.000:PHYDDIODMDOUT.16 GPIO.104.000.2:DATAIN.0
HMC.041.000:PHYDDIODMDOUT.17 GPIO.104.000.2:DATAIN.1
HMC.041.000:PHYDDIODMDOUT.18 GPIO.104.000.2:DATAIN.2
HMC.041.000:PHYDDIODMDOUT.19 GPIO.104.000.2:DATAIN.3
HMC.041.000:PHYDDIODQDOUT.0 GPIO.065.000.1:DATAIN.0
HMC.041.000:PHYDDIODQDOUT.1 GPIO.065.000.1:DATAIN.1
HMC.041.000:PHYDDIODQDOUT.2 GPIO.065.000.1:DATAIN.2
HMC.041.000:PHYDDIODQDOUT.3 GPIO.065.000.1:DATAIN.3
HMC.041.000:PHYDDIODQDOUT.4 GPIO.065.000.0:DATAIN.0
HMC.041.000:PHYDDIODQDOUT.5 GPIO.065.000.0:DATAIN.1
HMC.041.000:PHYDDIODQDOUT.6 GPIO.065.000.0:DATAIN.2
HMC.041.000:PHYDDIODQDOUT.7 GPIO.065.000.0:DATAIN.3
HMC.041.000:PHYDDIODQDOUT.8 GPIO.065.000.2:DATAIN.0
HMC.041.000:PHYDDIODQDOUT.9 GPIO.065.000.2:DATAIN.1
HMC.041.000:PHYDDIODQDOUT.10 GPIO.065.000.2:DATAIN.2
HMC.041.000:PHYDDIODQDOUT.11 GPIO.065.000.2:DATAIN.3
HMC.041.000:PHYDDIODQDOUT.12 GPIO.067.000.3:DATAIN.0
HMC.041.000:PHYDDIODQDOUT.13 GPIO.067.000.3:DATAIN.1
HMC.041.000:PHYDDIODQDOUT.14 GPIO.067.000.3:DATAIN.2
HMC.041.000:PHYDDIODQDOUT.15 GPIO.067.000.3:DATAIN.3
HMC.041.000:PHYDDIODQDOUT.16 GPIO.069.000.1:DATAIN.0
HMC.041.000:PHYDDIODQDOUT.17 GPIO.069.000.1:DATAIN.1
HMC.041.000:PHYDDIODQDOUT.18 GPIO.069.000.1:DATAIN.2
HMC.041.000:PHYDDIODQDOUT.19 GPIO.069.000.1:DATAIN.3
HMC.041.000:PHYDDIODQDOUT.20 GPIO.069.000.0:DATAIN.0
HMC.041.000:PHYDDIODQDOUT.21 GPIO.069.000.0:DATAIN.1
HMC.041.000:PHYDDIODQDOUT.22 GPIO.069.000.0:DATAIN.2
HMC.041.000:PHYDDIODQDOUT.23 GPIO.069.000.0:DATAIN.3
HMC.041.000:PHYDDIODQDOUT.24 GPIO.069.000.2:DATAIN.0
HMC.041.000:PHYDDIODQDOUT.25 GPIO.069.000.2:DATAIN.1
HMC.041.000:PHYDDIODQDOUT.26 GPIO.069.000.2:DATAIN.2
